aromatic CA|CY|NY|NX|CAS|CN2|CN3|CPT|NN3|CN1|CN1A|CN4|CN5|NN3A|NN3I|NN3G|NN2|NN4|NN2B|CN5G|NR1|NN2G|NR2|CPH1|CPH2|OY
alkene CE1A|CE2A|CE1B|CE2B|CC1A|CC1B|CC2
ring CAS|CA|CY|NY|NX|CN2|CN3|CPT|CP1|CP2|CP3|N|NN3|NN1|CN1|CN1A|CN4|CN5|NN3I|NN3G|NN3A|ON6|NN2|NN4|NN2B|CN5G|CN6|CN7B|CN7C|CN7|NR1|NN2G|CN8|NR2|CPH1|CPH2|CT1x|CT2x|SX|OY|CE5|NE5
halogen FA|F1|F2|F3|CLAL|CLAR|BRAR|BRAL|I
completion CS|CD|CC|CT|CT1|CT2
